# obsid ra dec l b teff logg feh rv Mgb MK MKerr_low MKerr_up AK K dist disterr_low disterr_up Z R r_gc lnnu
124805238 200.72205 +51.61293 111.42073 +64.80667 4147 0.84 -1.13 -146 1.45134 -5.26 0.34 0.32 0.174 10.616 13.81 1.89 2.34 12.53 11.53 17.03 -13.35
133012147 242.36481 +7.00467 19.13429 +38.99347 4461 1.02 -1.52 54 1.33422 -4.06 0.88 1.02 0.075 11.462 12.28 4.60 6.14 7.76 3.29 8.43 -12.88
135911095 136.73973 +16.27960 212.53754 +37.16146 4299 1.14 -1.17 116 1.34652 -4.52 0.62 0.66 0.160 11.370 14.00 3.67 4.63 8.48 18.41 20.27 -13.74
237201172 171.32291 +1.71847 260.20535 +57.26219 4215 0.55 -1.65 96 1.01202 -5.56 0.18 0.28 0.125 10.217 13.50 1.63 1.17 11.39 11.71 16.33 -12.63
81301128 141.67104 -3.01082 236.04696 +32.21444 4439 1.14 -1.45 259 1.14386 -4.64 0.48 0.48 0.107 10.995 12.75 2.53 3.15 6.82 16.64 17.98 -13.47
283213190 168.61418 +7.97986 248.25527 +60.10400 4201 0.62 -1.64 -25 0.97677 -5.62 0.16 0.20 0.143 10.299 14.29 1.26 1.09 12.42 12.53 17.64 -13.35
104403107 85.72144 +25.33971 182.74776 -2.39970 4324 1.05 -1.78 91 1.02975 -4.96 0.48 0.62 0.178 12.691 31.23 7.76 7.73 -1.28 39.20 39.22 -12.83
266414075 42.40575 +29.48057 151.65590 -26.71811 4385 1.06 -1.49 -33 1.07249 -4.78 0.42 0.44 0.128 11.073 13.97 2.56 2.98 -6.25 19.88 20.84 -14.93
164412175 13.56147 +46.03451 123.44107 -16.83446 4379 1.13 -1.41 -255 1.04173 -4.44 0.62 0.66 0.106 11.401 14.02 3.68 4.63 -4.03 19.04 19.46 -13.59
173107246 32.87636 +25.26799 144.90116 -34.16503 4493 1.26 -1.38 122 1.06271 -4.22 0.54 0.56 0.082 10.409 8.12 1.85 2.29 -4.53 14.04 14.75 -13.02
242214034 261.80881 +12.14844 34.63800 +24.10930 4231 0.78 -1.43 -48 0.66853 -5.12 0.48 0.62 0.184 11.606 20.35 5.05 5.03 8.34 12.82 15.29 -12.86
148311067 164.13713 +38.61522 180.02482 +63.43244 4278 0.78 -1.54 -48 0.80746 -5.28 0.32 0.40 0.124 10.284 12.25 2.06 1.94 10.98 13.48 17.38 -14.92
346410020 187.63721 +4.01616 289.84713 +66.35578 4444 0.92 -1.37 -115 0.07310 -4.74 0.44 0.46 0.126 13.633 44.61 8.52 10.02 40.89 16.94 44.26 -15.26
316014231 129.19034 +21.23972 203.82540 +32.21735 4469 1.20 -1.35 219 1.17426 -4.34 0.50 0.50 0.103 12.513 22.39 4.60 5.80 11.96 26.46 29.04 -14.38
187714123 60.52840 +3.05500 187.30874 -35.04201 4156 0.38 -1.66 -135 0.89774 -5.70 0.14 0.22 0.207 12.129 33.46 3.22 2.23 -19.18 35.34 40.21 -15.49
283910074 18.63303 +36.08100 128.14677 -26.55679 4455 1.18 -1.31 -73 1.03405 -4.42 0.42 0.38 0.088 11.720 16.23 2.61 3.46 -7.23 20.45 21.69 -14.28
214009073 222.25240 +2.96783 357.34964 +52.93883 4507 1.33 -1.32 -83 1.14942 -4.10 0.54 0.50 0.112 10.149 6.72 1.38 1.90 5.39 3.96 6.69 -11.47
322214069 230.60263 +36.99170 59.78197 +56.77045 4423 0.62 -2.02 -46 0.53358 -5.22 0.28 0.40 0.060 14.286 77.49 13.04 10.67 64.85 39.06 75.70 -18.15
125507068 157.82858 +8.82216 235.21714 +52.19221 4501 1.19 -1.38 -70 1.04285 -4.24 0.60 0.62 0.065 11.070 11.19 2.78 3.56 8.87 13.18 15.89 -13.53
153714136 231.20461 +55.56908 89.52597 +50.42227 4537 1.10 -1.35 -262 0.94146 -4.04 0.72 0.76 0.033 12.792 22.90 6.76 9.00 17.68 16.58 24.23 -14.94
151812024 184.01968 +30.72342 185.91388 +81.47234 4407 1.04 -1.35 88 1.73263 -4.48 0.70 0.80 0.066 12.305 22.07 6.80 8.39 21.85 11.26 24.58 -15.28
158704114 353.02225 +4.70946 88.88636 -52.83627 4367 0.89 -1.42 -98 0.88230 -4.90 0.42 0.42 0.133 10.902 13.61 2.39 2.90 -10.82 11.36 15.69 -12.79
226815096 155.93040 +18.35457 219.50465 +54.96810 4506 1.03 -1.45 278 0.63899 -4.42 0.52 0.50 0.069 12.197 20.40 4.20 5.52 16.73 18.59 25.01 -14.82
126407228 212.00922 +41.55231 80.44006 +68.68939 4520 1.06 -1.41 -86 0.79276 -4.30 0.52 0.50 0.081 9.762 6.26 1.29 1.69 5.85 7.95 9.87 -13.13
199910094 179.78337 +0.03397 275.91110 +60.13271 4447 1.18 -1.38 258 1.12495 -4.38 0.64 0.70 0.089 10.952 11.18 3.08 3.83 9.73 9.27 13.43 -13.19
241612083 262.26276 +10.34844 33.06082 +22.94856 4438 0.79 -1.60 -28 0.50998 -4.66 0.62 0.78 0.047 13.670 45.36 13.69 14.99 17.71 35.33 39.52 -16.43
338305149 202.89491 +35.33254 79.16103 +78.14118 4277 0.58 -1.62 -140 0.78852 -5.48 0.20 0.26 0.116 12.197 32.53 3.67 3.14 31.86 9.41 33.22 -15.62
315615114 186.18102 +49.22983 134.28426 +67.30542 4465 1.25 -1.31 -117 1.37066 -4.32 0.50 0.48 0.078 11.069 11.54 2.29 2.99 10.67 11.56 15.73 -13.54
290705035 149.11430 -1.41620 239.87288 +39.15948 4411 0.98 -1.45 -30 0.99886 -4.76 0.40 0.36 0.074 10.003 8.66 1.32 1.75 5.50 12.77 13.90 -12.03
255712019 106.36647 +1.49235 213.20208 +3.80137 4232 0.55 -1.63 -6 0.65402 -5.58 0.16 0.22 0.287 9.998 11.43 1.10 0.87 0.78 18.62 18.64 -11.99
10907053 47.44597 +26.74294 157.49951 -26.68849 4231 0.73 -1.86 -30 2.97957 -5.46 0.20 0.28 0.083 12.904 45.32 5.48 4.37 -20.33 47.98 52.11 -16.31
237301172 171.32291 +1.71847 260.20535 +57.26219 4232 0.54 -1.63 98 0.77122 -5.52 0.20 0.30 0.125 10.217 13.26 1.71 1.28 11.18 11.62 16.12 -12.88
339514213 174.84245 +13.33731 248.67756 +68.23432 4262 0.59 -1.71 222 0.79431 -5.56 0.14 0.22 0.129 10.496 15.33 1.48 1.02 14.26 11.37 18.24 -13.46
137503018 178.77773 +17.00367 247.89359 +73.50659 4452 1.10 -1.41 304 1.27922 -4.50 0.62 0.66 0.043 10.202 8.55 2.24 2.82 8.22 9.19 12.33 -13.28
310402174 184.61131 +25.88356 220.64408 +82.51610 4160 0.22 -1.78 -5 0.40756 -5.82 0.04 0.08 0.232 9.345 9.70 0.35 0.18 9.64 9.00 13.18 -11.56
96009024 171.29259 +6.63371 254.02194 +61.02295 4463 1.22 -1.34 8 1.26493 -4.40 0.52 0.52 0.096 9.430 5.58 1.19 1.51 4.91 9.12 10.36 -12.20
197001158 183.79477 +15.21756 265.81517 +75.40819 4458 1.27 -1.26 5 1.43125 -4.30 0.50 0.50 0.092 10.225 7.70 1.58 1.99 7.48 8.37 11.22 -12.05
194303115 181.75967 +32.33524 181.87448 +79.05391 4391 1.05 -1.45 13 1.23335 -4.84 0.40 0.38 0.075 8.617 4.75 0.76 0.96 4.69 8.90 10.06 -12.04
231302092 238.14377 +29.88293 47.94554 +50.36435 4515 1.17 -1.25 -249 1.06727 -4.02 0.60 0.62 0.046 11.511 12.50 3.11 3.98 9.66 6.49 11.63 -13.19
157811088 18.59084 +8.72526 132.53416 -53.71852 4504 1.05 -1.64 -215 0.47231 -4.06 0.88 1.04 0.106 11.401 11.77 4.48 5.88 -9.46 13.71 16.66 -15.04
249104205 332.51132 +24.49357 82.24243 -25.35305 4322 0.75 -1.60 -222 0.97972 -5.28 0.28 0.36 0.055 13.405 53.21 8.13 7.32 -22.76 47.67 52.82 -16.33
118408177 183.72375 +9.06510 275.67620 +69.97894 4333 0.88 -1.54 11 1.28241 -5.12 0.38 0.48 0.056 11.605 21.57 4.28 4.12 20.29 10.34 22.77 -13.80
265806036 142.94650 +52.33949 164.60449 +45.32740 4478 1.25 -1.35 -123 1.23350 -4.24 0.50 0.50 0.068 9.538 5.52 1.14 1.43 3.95 11.79 12.43 -11.72
295813075 190.61368 +33.15966 140.22546 +83.66419 4358 0.76 -1.51 -32 0.89379 -5.10 0.34 0.36 0.087 11.384 19.03 2.91 3.22 18.94 9.71 21.28 -15.21
120103191 209.45502 +16.69417 2.15868 +71.43334 4492 1.22 -1.55 93 1.59098 -4.32 0.60 0.64 0.023 10.875 10.82 2.76 3.44 10.29 4.56 11.25 -12.75
297504066 202.89334 +36.66744 83.72581 +77.22703 4248 0.52 -1.66 -115 0.79519 -5.58 0.14 0.20 0.106 9.450 9.66 0.85 0.64 9.45 8.05 12.41 -12.90
121307057 122.04717 +13.45642 209.11042 +22.99101 4452 1.19 -1.30 119 1.07936 -4.02 0.72 0.74 0.041 11.498 12.45 3.60 4.90 4.89 18.86 19.48 -13.82
96016013 168.61418 +7.97986 248.25527 +60.10400 4169 0.50 -1.60 -31 0.70555 -5.68 0.14 0.20 0.143 10.299 14.69 1.29 0.98 12.77 12.69 18.00 -14.20
144214144 194.44685 +1.04569 306.53793 +63.87297 4518 1.33 -1.27 -12 1.24776 -4.06 0.82 0.88 0.058 10.976 9.90 3.30 4.54 8.92 6.44 11.00 -11.94
336803033 235.51218 +8.03875 15.73707 +45.38951 4422 0.92 -1.55 -25 0.24541 -4.84 0.40 0.40 0.068 12.619 30.08 5.06 6.08 21.44 13.60 25.39 -15.22
185701009 37.88815 +1.18166 167.36534 -52.82938 4368 0.59 -1.66 -129 -0.01345 -4.96 0.54 0.74 0.063 12.349 28.13 8.12 7.94 -22.39 24.86 33.46 -14.89
216116219 225.82559 +30.91326 48.37866 +61.03074 4313 0.88 -1.45 8 1.08429 -5.06 0.42 0.50 0.084 11.055 16.07 3.31 3.43 14.09 6.47 15.50 -14.24
237116113 260.19724 -0.82718 21.38451 +19.65113 4518 1.27 -1.40 167 0.55484 -4.14 0.46 0.44 0.199 11.189 10.62 1.95 2.50 3.60 3.87 5.29 -10.67
235309056 231.15831 +9.97429 14.93521 +50.07413 4228 0.59 -1.63 -281 0.64272 -5.58 0.16 0.24 0.136 10.084 12.75 1.33 0.98 9.81 2.11 10.03 -12.94
234901240 233.85075 +29.46627 46.52937 +54.01572 4203 0.44 -1.59 -195 0.97322 -5.58 0.20 0.30 0.075 10.796 18.20 2.35 1.76 14.76 7.79 16.69 -13.79
151807156 183.56911 +26.91982 212.25717 +81.72325 4452 1.02 -1.37 31 0.79429 -4.48 0.58 0.66 0.072 12.118 20.20 5.29 6.18 20.01 10.57 22.63 -15.12
203005243 183.27005 -4.12465 284.96767 +57.40313 4495 1.14 -1.35 112 0.98396 -4.28 0.50 0.48 0.084 9.626 5.81 1.15 1.50 4.92 7.80 9.23 -11.41
328202236 186.44731 +13.08528 278.53790 +74.72903 4472 1.23 -1.28 -7 1.40754 -4.12 0.54 0.52 0.142 10.469 7.75 1.65 2.19 7.50 7.96 10.94 -11.65
110205198 207.23347 +27.86501 39.55368 +77.23576 4488 1.12 -1.48 121 0.99129 -4.36 0.56 0.60 0.042 10.351 8.59 2.07 2.53 8.40 6.65 10.71 -11.01
172311245 37.92704 +5.10650 163.63283 -49.67390 4362 0.84 -1.31 -124 0.87815 -4.50 0.80 1.00 0.087 12.575 24.98 9.22 11.13 -19.02 23.95 30.58 -16.58
215812128 165.52919 +21.26625 220.21742 +64.44750 4435 1.24 -1.39 -48 1.25619 -4.32 0.72 0.78 0.098 12.762 24.93 7.52 9.80 22.52 17.64 28.60 -15.21
253309163 354.27811 +1.89994 88.32183 -55.89520 4434 1.14 -1.38 -36 1.09599 -4.52 0.46 0.42 0.022 12.093 20.81 3.66 4.91 -17.20 13.95 22.15 -15.10
335310031 230.33946 +15.53647 22.28163 +53.37848 4347 0.83 -1.52 -73 0.79721 -5.12 0.32 0.36 0.103 11.540 20.49 3.13 3.25 16.47 5.69 17.42 -14.35
126305172 195.93192 +53.17747 118.75188 +63.85092 4489 1.13 -1.62 -180 0.71785 -4.58 0.52 0.58 0.063 12.632 26.90 6.31 7.28 24.17 17.20 29.67 -16.72
53102244 234.17093 +50.84978 81.60286 +50.86608 4290 0.91 -1.39 -24 1.77964 -5.06 0.40 0.48 0.054 10.360 11.83 2.35 2.39 9.21 10.12 13.68 -13.18
332812156 193.45901 +25.23006 318.89017 +88.02705 4312 0.93 -1.36 135 1.21067 -5.00 0.34 0.30 0.077 9.852 9.02 1.16 1.53 9.04 7.77 11.92 -13.68
161515038 22.17152 +33.36590 131.80867 -28.86301 4413 1.16 -1.24 -138 1.29652 -4.26 0.60 0.60 0.052 11.282 12.53 3.02 3.99 -6.02 17.36 18.38 -13.16
212309115 193.44135 +3.99238 304.40896 +66.85746 4372 0.99 -1.42 421 0.71938 -4.80 0.54 0.64 0.106 9.942 8.46 2.16 2.39 7.80 6.71 10.29 -11.96
231615097 227.48103 +20.29319 28.28878 +57.68031 4482 0.71 -1.80 -96 -0.51967 -4.72 0.60 0.82 0.117 13.696 45.70 14.37 14.54 38.64 17.80 42.54 -16.51
231304165 239.85271 +31.53813 50.75994 +49.10331 4187 0.96 -1.43 -163 1.39010 -5.12 0.46 0.58 0.059 9.588 8.51 1.99 2.01 6.46 6.22 8.96 -12.08
260206095 353.86057 +19.56119 99.39439 -39.81183 4533 1.02 -1.44 -410 0.99316 -4.32 0.68 0.74 0.054 11.511 14.30 4.13 5.26 -9.13 14.61 17.23 -14.62
217708097 242.35512 +17.75609 32.09009 +43.59651 4332 0.83 -1.54 -237 0.78587 -5.14 0.38 0.48 0.109 11.508 20.31 4.03 3.88 14.03 9.00 16.67 -15.32
68508172 338.64413 +1.88626 68.78751 -46.09992 4205 0.37 -1.77 -64 0.34800 -5.62 0.14 0.22 0.240 11.269 21.37 2.06 1.42 -15.37 14.07 20.84 -13.81
130003207 129.20247 +33.81054 189.21539 +35.58210 4277 0.68 -1.58 77 0.98485 -5.32 0.30 0.36 0.142 10.898 16.41 2.51 2.43 9.58 21.28 23.34 -13.61
336611072 166.17560 -1.81524 257.06149 +51.29348 4465 1.21 -1.33 -92 1.10044 -4.38 0.44 0.38 0.083 11.552 14.79 2.37 3.32 11.57 13.51 17.79 -13.51
249307247 63.57108 +17.65493 176.46572 -23.49856 4634 1.09 -1.94 -72 0.36028 -4.26 0.54 0.58 0.216 12.140 17.25 4.04 4.87 -6.85 23.81 24.78 -14.04
133708114 237.98146 -2.21381 6.24788 +37.58174 4334 0.98 -1.47 -39 1.07865 -4.94 0.46 0.56 0.201 10.328 10.31 2.34 2.43 6.32 0.90 6.38 -12.10
232613069 228.06956 +2.31108 2.65291 +48.15523 4403 1.21 -1.28 -173 1.39730 -4.50 0.50 0.50 0.088 11.707 16.74 3.44 4.33 12.50 3.20 12.90 -13.95
135916187 135.67068 +16.42390 211.89199 +36.26407 4365 1.27 -1.26 -47 1.70558 -4.14 0.82 0.92 0.084 12.155 17.47 6.03 8.02 10.36 21.30 23.69 -14.19
144306159 255.49306 +14.40567 34.15738 +30.64308 4247 0.66 -1.51 -383 1.11631 -5.40 0.28 0.36 0.136 10.506 14.26 2.18 1.96 7.29 7.21 10.26 -11.74
135311094 235.52652 +5.83859 13.11102 +44.21903 4407 1.23 -1.34 -51 1.52173 -4.34 0.60 0.66 0.087 11.131 11.93 3.13 3.80 8.35 1.97 8.58 -12.59
322211137 232.46358 +39.23785 63.43268 +55.03747 4235 0.62 -1.77 -235 0.29336 -5.60 0.14 0.20 0.089 11.402 24.13 2.12 1.61 19.80 12.50 23.42 -14.46
196110058 181.22565 +19.89633 244.62451 +77.12344 4261 0.61 -1.62 164 0.88940 -5.44 0.24 0.32 0.114 10.953 18.02 2.47 2.11 17.60 10.38 20.43 -13.61
310012089 116.80880 +54.09314 163.86097 +29.68011 4270 0.67 -1.66 -130 0.86762 -5.44 0.22 0.28 0.118 10.004 11.62 1.41 1.24 5.78 17.92 18.83 -13.52
313208005 140.68881 +36.20242 187.72601 +45.21699 4269 0.51 -1.62 -182 0.61803 -5.54 0.16 0.22 0.145 9.639 10.16 0.98 0.78 7.24 15.12 16.76 -12.85
150816193 224.08997 +55.83570 93.56573 +53.57729 4308 0.69 -1.69 36 0.93340 -5.26 0.32 0.44 0.123 10.465 13.19 2.42 2.10 10.64 11.54 15.70 -13.77
196101044 182.52341 +18.53648 252.85978 +77.18327 4177 0.62 -1.57 176 0.96696 -5.62 0.18 0.26 0.241 10.411 14.39 1.62 1.24 14.05 9.45 16.93 -12.93
44109243 199.65843 +29.95477 59.85533 +83.39402 4344 1.10 -1.23 -92 1.57630 -4.56 0.66 0.74 0.063 11.977 19.71 5.69 7.00 19.61 7.14 20.87 -15.83
333012029 231.76851 +34.92704 55.93664 +55.98241 4382 0.77 -1.70 -42 0.99281 -5.10 0.38 0.48 0.018 12.659 35.33 7.01 6.76 29.31 16.66 33.71 -16.38
223905096 191.66588 +12.29078 298.38584 +75.12037 4366 0.98 -1.51 224 1.03272 -4.98 0.40 0.46 0.075 11.848 22.42 4.28 4.53 21.69 7.30 22.89 -15.18
236714078 198.65439 +4.37781 317.60810 +66.58681 4422 1.28 -1.34 288 1.44478 -4.46 0.54 0.56 0.098 10.773 10.64 2.42 3.00 9.79 5.65 11.30 -12.52
145202059 201.44084 +29.32202 51.11454 +82.12952 4441 0.98 -1.56 -164 0.76719 -4.74 0.56 0.70 0.041 12.354 25.74 7.09 7.57 25.52 6.40 26.31 -15.04
152307175 186.19952 +22.72099 247.60774 +82.52574 4460 1.01 -1.40 -71 1.28011 -4.40 0.66 0.70 0.080 13.393 34.88 9.61 12.39 34.61 10.59 36.20 -15.38
340314065 248.71776 +1.34804 17.08244 +30.66966 4399 1.08 -1.45 -126 1.21644 -4.74 0.40 0.34 0.139 8.734 4.65 0.67 0.94 2.40 4.34 4.96 -11.46
104909206 167.36511 +15.52513 233.83021 +63.64568 4476 1.27 -1.28 20 1.02513 -4.20 0.62 0.68 0.054 11.949 16.56 4.45 5.47 14.86 13.69 20.21 -12.98
185001172 107.28796 +34.99445 182.40833 +18.53001 4366 0.92 -1.46 59 0.99685 -4.88 0.40 0.38 0.119 8.818 5.20 0.83 1.05 1.68 12.92 13.03 -10.84
268705077 46.16251 +30.60015 154.10884 -24.08751 4368 1.01 -1.39 -216 1.15732 -4.74 0.40 0.40 0.114 10.573 10.96 1.84 2.22 -4.45 17.55 18.11 -13.90
141515027 261.12320 +38.16206 62.66433 +32.74461 4327 0.91 -1.45 -268 0.88608 -4.92 0.44 0.46 0.072 9.276 6.68 1.28 1.50 3.64 7.37 8.22 -12.07
152112087 243.57710 +46.52668 72.95500 +45.93863 4359 0.98 -1.40 -258 1.21464 -4.78 0.52 0.60 0.064 11.310 16.04 3.87 4.34 11.55 11.67 16.42 -13.41
300604198 220.52742 +26.19891 37.12753 +65.30661 4417 1.20 -1.23 -235 1.14474 -4.36 0.44 0.36 0.086 10.043 7.30 1.12 1.64 6.66 5.86 8.87 -12.20
328507227 235.91597 +22.40466 35.76056 +50.80557 4505 1.35 -1.24 -221 1.33387 -4.18 0.50 0.48 0.075 11.565 13.61 2.70 3.52 10.58 5.13 11.76 -14.15
220713084 189.86302 +10.32334 292.82455 +72.95945 4507 1.23 -1.34 -69 0.94393 -4.26 0.54 0.54 0.065 12.414 20.98 4.62 5.92 20.08 7.98 21.61 -13.53
263401022 336.03445 -4.68606 58.90991 -48.35523 4502 0.92 -1.44 -257 0.81736 -4.50 0.46 0.42 0.059 12.559 25.12 4.42 5.93 -18.75 14.31 23.58 -14.69
37701161 64.48521 +40.35265 159.96163 -7.22702 4575 1.06 -1.52 -14 1.43577 -4.04 0.70 0.72 0.165 10.942 9.19 2.59 3.50 -1.13 16.86 16.90 -12.61
293415228 39.89543 +5.15281 165.99260 -48.46708 4336 1.09 -1.27 -190 0.85150 -4.74 0.46 0.44 0.109 12.520 26.92 4.94 6.35 -20.13 25.69 32.63 -15.03
32513156 159.13734 +47.03947 166.85416 +56.94716 4418 1.03 -1.51 -50 1.17849 -4.78 0.50 0.54 0.088 12.244 24.39 5.37 6.31 20.47 21.17 29.45 -15.67
140207149 223.51027 +6.96274 3.84601 +54.61484 4491 1.12 -1.31 108 1.15364 -4.10 0.80 0.86 0.024 12.498 20.65 6.75 9.20 16.86 4.01 17.33 -16.27
247716219 291.70663 +46.35921 78.37141 +13.62236 4502 1.02 -1.46 -87 1.22780 -4.32 0.50 0.48 0.073 11.393 13.42 2.66 3.48 3.19 13.86 14.22 -12.51
264005026 139.60400 +55.54403 160.96847 +42.62701 4500 1.33 -1.25 -120 1.05784 -4.06 0.50 0.48 0.046 11.106 10.57 2.10 2.74 7.18 15.56 17.14 -13.03
350510120 276.10040 +29.12472 56.93494 +18.26641 4381 1.13 -1.38 -305 1.28783 -4.66 0.44 0.46 0.108 11.050 13.19 2.52 2.96 4.16 10.56 11.35 -11.93
229315111 178.84846 -0.56968 274.71801 +59.19708 4463 1.27 -1.32 213 1.14147 -4.26 0.64 0.64 0.116 10.887 10.15 2.59 3.48 8.74 9.17 12.67 -11.94
294806167 149.54758 +44.38557 174.75724 +51.42081 4453 1.14 -1.33 42 1.11531 -4.40 0.44 0.42 0.050 10.495 9.31 1.64 2.09 7.31 13.79 15.61 -13.22
236813002 202.27570 +3.92117 325.75114 +65.11074 4377 0.97 -1.43 -60 1.06106 -4.86 0.40 0.40 0.110 8.254 3.99 0.67 0.81 3.64 6.68 7.61 -11.19
161115030 343.23987 +4.87107 76.62823 -47.06912 4451 1.18 -1.37 -106 1.33931 -4.42 0.48 0.46 0.061 9.659 6.36 1.21 1.57 -4.63 8.17 9.39 -12.46
340305143 250.42146 +0.04852 16.81751 +28.53946 4364 0.83 -1.50 -161 0.94735 -4.98 0.36 0.34 0.109 9.830 8.71 1.26 1.57 4.19 2.31 4.79 -11.42
183216113 108.41551 +23.59391 193.83647 +15.15748 4342 0.89 -1.46 138 0.98640 -4.86 0.44 0.48 0.106 10.801 12.91 2.56 2.90 3.40 20.32 20.61 -13.55
256912055 347.09192 +3.17717 79.55309 -50.80394 4398 0.90 -1.39 -130 0.97925 -4.76 0.42 0.42 0.080 10.713 11.98 2.11 2.56 -9.26 9.97 13.61 -12.84
1609118 11.66113 +41.70415 121.97259 -21.15867 4371 0.81 -1.48 -74 0.86277 -4.84 0.46 0.50 0.077 11.311 16.40 3.37 3.87 -5.89 20.67 21.50 -15.07
101816178 139.04916 +4.52167 226.77366 +34.04301 4339 0.86 -1.48 142 0.84464 -5.02 0.40 0.40 0.124 9.140 6.42 1.08 1.30 3.62 12.27 12.79 -12.02
51510007 255.02766 +15.83875 35.49610 +31.61387 4172 0.31 -1.67 -135 0.88059 -5.74 0.10 0.16 0.106 10.090 13.95 0.99 0.66 7.34 7.10 10.21 -12.11
341814154 262.61557 +20.86283 43.87546 +26.75338 4319 0.64 -1.54 -369 0.88521 -5.28 0.26 0.34 0.084 12.541 35.28 5.11 4.49 15.91 26.32 30.76 -13.88
230812085 211.96600 +14.37303 1.15083 +68.09885 4285 0.83 -1.38 32 1.16721 -5.08 0.42 0.46 0.098 11.222 17.41 3.32 3.71 16.18 1.51 16.25 -13.17
257704055 49.37123 +35.16317 153.84973 -18.79459 4396 1.03 -1.48 -64 0.99630 -4.80 0.40 0.38 0.143 10.399 10.26 1.65 2.08 -3.28 17.26 17.57 -12.74
339305198 151.25591 +17.81690 217.66131 +50.63282 4432 1.18 -1.39 438 1.21932 -4.54 0.42 0.36 0.072 10.047 8.00 1.22 1.71 6.21 12.41 13.88 -13.49
185716088 36.25161 +4.59535 161.94570 -51.04872 4333 0.79 -1.42 -162 0.84651 -4.94 0.52 0.66 0.106 12.770 33.18 8.70 8.98 -25.78 28.57 38.48 -15.14
102401036 125.00014 +31.74945 190.68541 +31.67957 4245 1.47 -1.09 13 3.63137 -4.04 0.76 0.80 0.048 10.901 9.52 2.93 3.99 5.03 16.03 16.80 -13.12
51210007 255.02766 +15.83875 35.49610 +31.61387 4182 0.38 -1.64 -135 0.91765 -5.70 0.14 0.18 0.106 10.090 13.70 1.09 0.91 7.21 6.94 10.00 -11.92
241605056 260.89075 +8.13993 30.25951 +23.21322 4364 0.97 -1.38 -335 1.36675 -4.72 0.50 0.54 0.132 11.879 19.65 4.33 5.09 7.77 11.86 14.18 -13.27
335711181 168.96049 +21.99041 221.00768 +67.70263 4333 0.82 -1.33 111 0.51614 -5.02 0.44 0.52 0.073 12.571 31.88 6.79 7.16 29.52 18.88 35.04 -15.62
149106152 261.63397 +55.94005 83.93871 +33.93266 4180 0.40 -1.72 109 0.37321 -5.70 0.12 0.18 0.194 9.743 11.22 0.89 0.64 6.29 11.61 13.21 -13.09
269711138 127.38694 +42.48903 178.40388 +35.48123 4374 0.65 -1.57 196 0.81958 -5.16 0.28 0.28 0.093 10.100 10.80 1.31 1.49 6.30 16.79 17.94 -13.95
21309041 163.86386 +3.01911 248.90895 +53.26111 4480 0.84 -1.42 82 0.23870 -4.54 0.60 0.66 0.022 13.598 41.99 11.01 13.37 33.68 28.98 44.43 -17.53
211604009 149.50322 +11.18566 225.69842 +46.32533 4286 0.79 -1.49 119 0.74416 -5.16 0.40 0.54 0.127 14.063 65.96 14.52 13.34 47.73 51.45 70.19 -16.68
158608205 353.45380 +3.74055 88.69738 -53.89045 4456 1.15 -1.32 -14 1.52869 -4.22 0.72 0.76 0.070 13.209 29.64 8.75 11.65 -23.92 19.05 30.57 -15.42
19010230 180.79797 +27.12531 210.18968 +79.26940 4573 1.03 -1.65 181 1.30962 -4.40 0.72 0.86 0.054 12.983 29.23 9.56 11.49 28.74 12.99 31.54 -15.46
224608018 174.49460 +56.50509 141.98793 +57.82198 4224 0.63 -1.53 -161 0.80218 -5.48 0.24 0.30 0.128 9.712 10.30 1.33 1.20 8.75 12.78 15.48 -13.89
200001171 40.24378 +6.80461 164.91793 -46.94209 4548 1.20 -1.41 -199 1.17943 -4.18 0.54 0.54 0.083 12.060 17.04 3.75 4.81 -12.42 19.47 23.10 -12.78
267901128 141.67104 -3.01082 236.04696 +32.21444 4359 0.92 -1.57 257 1.13717 -5.08 0.30 0.32 0.107 10.995 15.61 2.14 2.31 8.35 18.88 20.65 -14.04
154016091 287.82349 +43.98536 74.97767 +15.14476 4403 1.04 -1.44 -317 1.15757 -4.66 0.44 0.42 0.114 8.351 3.80 0.67 0.85 1.02 7.89 7.95 -9.61
102710172 193.47726 +20.78481 308.14607 +83.63153 4376 1.07 -1.15 -213 1.26922 -4.40 0.66 0.74 0.042 11.135 12.55 3.62 4.46 12.50 7.22 14.43 -13.76
235507100 273.04553 +46.26200 73.79237 +25.74270 4322 0.84 -1.50 -243 0.49298 -5.10 0.38 0.44 0.106 10.463 12.34 2.26 2.36 5.39 11.74 12.92 -13.22
177916113 108.41551 +23.59391 193.83647 +15.15748 4358 0.97 -1.43 138 1.01287 -4.78 0.44 0.44 0.106 10.801 12.45 2.28 2.80 3.28 19.87 20.14 -13.71
203614203 91.07668 +14.23705 194.88673 -3.67022 4373 2.02 -1.22 39 2.37721 -4.08 0.64 0.64 0.321 10.594 7.42 1.89 2.54 -0.45 15.28 15.28 -10.74
343009159 173.96806 +37.57553 174.88855 +70.98391 4413 1.11 -1.36 -240 0.88565 -4.64 0.46 0.44 0.085 13.234 36.12 6.62 8.52 34.17 19.75 39.47 -15.57
298911128 221.05714 +10.36419 6.09174 +58.60569 4449 1.27 -1.26 37 1.37035 -4.26 0.42 0.38 0.072 9.426 5.28 0.85 1.13 4.54 5.27 6.95 -11.24
